,market_name,position_type,entry_time,exit_time,entry_price,exit_price,leverage,trade_pnl_pct,paper_equity
31,BTCUSDT,SHORT,2021-04-12 23:05:07.364632,2021-04-12 23:15:06.502420,60007.61232,60241.36117999999,10,-3.8953201262781456,4982.837507983477
32,BTCUSDT,LONG,2021-04-12 23:15:06.753322,2021-04-12 23:20:06.155590,60246.89670999999,60043.18671,10,-3.3812529959933912,4814.355165459303
33,BTCUSDT,SHORT,2021-04-12 23:20:06.773689,2021-04-12 23:50:05.806874,60041.90799,60085.54551999999,10,-0.726784532018212,4779.365176800325
34,BTCUSDT,LONG,2021-04-12 23:50:06.317848,2021-04-12 23:55:06.137897,60085.54551999999,59896.21383,10,-3.1510355504215424,4628.765680994879
35,BTCUSDT,SHORT,2021-04-12 23:55:06.528359,2021-04-13 00:05:06.209811,59896.06398,60057.99799999999,10,-2.7035836620928047,4503.623128286943
36,BTCUSDT,LONG,2021-04-13 00:05:06.658982,2021-04-13 00:25:06.207918,60059.99999999999,60226.67304,10,2.775108891109037,4628.603574142077
37,BTCUSDT,SHORT,2021-04-13 00:25:06.519171,2021-04-13 00:30:05.795737,60227.34237,60470.7103,10,-4.040821335015854,4441.5699734048385
38,BTCUSDT,LONG,2021-04-13 00:30:06.552549,2021-04-13 00:35:06.102570,60479.16874999999,60258.271409999994,10,-3.6524533085616513,4279.343703959134
39,BTCUSDT,SHORT,2021-04-13 00:35:06.589158,2021-04-13 00:40:05.809022,60258.271409999994,60454.66426999999,10,-3.2591850945030734,4139.8719718171415
40,BTCUSDT,LONG,2021-04-13 00:40:06.321673,2021-04-13 00:50:05.897384,60459.12873,60378.29127,10,-1.3370596252056706,4084.519415146769
41,BTCUSDT,SHORT,2021-04-13 00:50:06.331025,2021-04-13 01:00:09.889497,60372.04752,60570.199689999994,10,-3.282184026214288,3950.4579713552007
42,BTCUSDT,LONG,2021-04-13 01:00:10.143796,2021-04-13 01:05:06.019817,60567.82731999999,60418.73079,10,-2.4616456722520588,3853.211693669199
43,BTCUSDT,SHORT,2021-04-13 01:05:07.074878,2021-04-13 01:35:06.086123,60421.83768,60507.69724999999,10,-1.4210022948112566,3798.457467078224
44,BTCUSDT,LONG,2021-04-13 01:35:06.563752,2021-04-13 02:00:11.239466,60507.69724999999,60683.875380000005,10,2.911664763444866,3909.055814701581
45,BTCUSDT,SHORT,2021-04-13 02:00:11.556103,2021-04-13 02:30:06.381256,60683.875380000005,60845.55476999999,10,-2.6642891375600697,3804.907265249327
46,BTCUSDT,LONG,2021-04-13 02:30:07.348296,2021-04-13 02:50:06.091379,60846.62583999999,60826.113,10,-0.33712370598717456,3792.080020867343
47,BTCUSDT,SHORT,2021-04-13 02:50:06.544322,2021-04-13 03:05:06.307659,60826.113,61174.13301999999,10,-5.7215561349446915,3575.1140337913957
48,BTCUSDT,LONG,2021-04-13 03:05:06.814777,2021-04-13 03:15:06.019429,61175.29418,60986.372579999996,10,-3.088200923793277,3464.707329173187
49,BTCUSDT,SHORT,2021-04-13 03:15:06.379450,2021-04-13 03:45:06.200133,60988.95,60756.53583999999,10,3.8107585062541256,3596.738958436464
50,BTCUSDT,LONG,2021-04-13 03:45:06.459900,2021-04-13 03:50:05.775368,60756.53583999999,60588.42093,10,-2.767025928580153,3497.216258873183
51,BTCUSDT,SHORT,2021-04-13 03:50:06.277492,2021-04-13 04:05:06.142560,60596.762579999995,60773.70298999999,10,-2.919964738485797,3395.0987772854937
52,BTCUSDT,LONG,2021-04-13 04:05:06.432760,2021-04-13 04:15:05.676118,60773.70298999999,60611.24808,10,-2.673111921890365,3304.3439871099213
53,BTCUSDT,SHORT,2021-04-13 04:15:06.178332,2021-04-13 04:35:05.688265,60611.24808,60668.60799999999,10,-0.9463576781043466,3273.073074076927
54,BTCUSDT,LONG,2021-04-13 04:35:06.181358,2021-04-13 04:45:06.495052,60672.491879999994,60444.88461,10,-3.7514079766191597,3150.286749695431
55,BTCUSDT,SHORT,2021-04-13 04:45:06.993188,2021-04-13 04:50:05.768130,60444.88461,60661.170569999995,10,-3.578234310405341,3037.562108341676
56,BTCUSDT,LONG,2021-04-13 04:50:06.257746,2021-04-13 05:05:05.898748,60661.170569999995,60579.00036,10,-1.3545767288677066,2996.4159988971765
57,BTCUSDT,SHORT,2021-04-13 05:05:06.396905,2021-04-13 05:10:06.002179,60579.010350000004,60727.536869999996,10,-2.4517818819070913,2922.9504143296504
58,BTCUSDT,LONG,2021-04-13 05:10:06.592230,2021-04-13 05:15:05.836411,60727.536869999996,60589.35,10,-2.2755223926802044,2856.4380231246405
59,BTCUSDT,SHORT,2021-04-13 05:15:06.167150,2021-04-13 05:25:05.786372,60589.34001,60740.67999999999,10,-2.4977989523407107,2785.0899441087713
60,BTCUSDT,LONG,2021-04-13 05:25:06.299569,2021-04-13 05:40:05.942142,60741.330649999996,60696.48276,10,-0.738342237815254,2764.5264486902697
61,BTCUSDT,SHORT,2021-04-13 05:40:06.793585,2021-04-13 05:45:05.715619,60694.80444,60893.98314999999,10,-3.2816434921854225,2673.804546397081
62,BTCUSDT,LONG,2021-04-13 05:45:06.184662,2021-04-13 05:55:05.821025,60895.83499999999,60653.745539999996,10,-3.9754682729942967,2567.508294973186
63,BTCUSDT,SHORT,2021-04-13 05:55:06.317602,2021-04-13 06:05:05.812791,60651.24804,60934.59372,10,-4.671720519471087,2447.561483117801
64,BTCUSDT,LONG,2021-04-13 06:05:06.294659,2021-04-13 06:35:06.779354,60935.624749999995,61122.38643,10,3.064901373641915,2522.5768286346083
65,BTCUSDT,SHORT,2021-04-13 06:35:07.297659,2021-04-13 07:00:10.298655,61119.82899,60922.47160999999,10,3.2290237597408655,2604.031433788937
66,BTCUSDT,LONG,2021-04-13 07:00:10.798441,2021-04-13 07:15:06.601446,60930.869999999995,60659.44983,10,-4.454559240660729,2488.033310925382
67,BTCUSDT,SHORT,2021-04-13 07:15:07.129348,2021-04-13 07:20:06.743761,60659.1801,60946.705819999996,10,-4.740019886948618,2370.1000371936125
68,BTCUSDT,LONG,2021-04-13 07:20:07.257359,2021-04-13 07:30:06.749265,60948.867979999995,60848.16093,10,-1.652320270050687,2330.9383938585834
69,BTCUSDT,SHORT,2021-04-13 07:30:07.248280,2021-04-13 07:40:06.556687,60848.15094,60998.25731999999,10,-2.4669012563422714,2273.4364453359217
70,BTCUSDT,LONG,2021-04-13 07:40:07.037708,2021-04-13 08:40:05.874423,60997.80686999999,62737.2,10,28.51566669777228,2921.722004673595
71,BTCUSDT,SHORT,2021-04-13 08:40:06.367408,2021-04-13 09:50:06.032052,62727.219990000005,63288.27505,10,-8.944363548861803,2660.392566688496
72,BTCUSDT,LONG,2021-04-13 09:50:06.557820,2021-04-13 10:00:11.093197,63293.21998999999,63048.07881,10,-3.873103312467315,2557.35281406345
73,BTCUSDT,SHORT,2021-04-13 10:00:11.598231,2021-04-13 10:45:06.394636,63048.07881,62780.13741999999,10,4.24979468141239,2666.0350579404685
74,BTCUSDT,LONG,2021-04-13 10:45:06.900171,2021-04-13 11:15:06.338231,62779.18646999999,62699.06817,10,-1.2761920710501786,2632.011329919614
75,BTCUSDT,SHORT,2021-04-13 11:15:06.922474,2021-04-13 11:25:05.958852,62699.64759,62925.74287999999,10,-3.606005754265998,2537.1008499097798
76,BTCUSDT,LONG,2021-04-13 11:25:06.467856,2021-04-13 11:30:06.107625,62922.38952999999,62756.17101,10,-2.6416434792379526,2470.0796907464473
77,BTCUSDT,SHORT,2021-04-13 11:30:06.618955,2021-04-13 11:35:06.328008,62756.181,63032.43947,10,-4.402091803514951,2361.3445151398105
78,BTCUSDT,LONG,2021-04-13 11:35:06.851696,2021-04-13 11:50:05.825244,63043.620639999994,62860.21686,10,-2.9091568367763925,2292.6492997377763
79,BTCUSDT,SHORT,2021-04-13 11:50:06.424860,2021-04-13 12:00:11.161384,62860.22685,63153.06997999999,10,-4.658639408012156,2185.8430359726776
80,BTCUSDT,LONG,2021-04-13 12:00:11.701464,2021-04-13 12:05:06.071665,63149.85676999999,62883.19386,10,-4.222700155460572,2093.5414386945354
81,BTCUSDT,SHORT,2021-04-13 12:05:06.580023,2021-04-13 12:10:05.798964,62885.57148,63087.29426999999,10,-3.207775412586463,2026.385331171783
82,BTCUSDT,LONG,2021-04-13 12:10:06.306868,2021-04-13 12:20:06.598761,63087.28425999999,63123.66315,10,0.5766437789599541,2038.0703561217426
83,BTCUSDT,SHORT,2021-04-13 12:20:07.098749,2021-04-13 12:30:06.536309,63123.813,63171.848739999994,10,-0.7609765271941362,2022.5611191039545
84,BTCUSDT,LONG,2021-04-13 12:30:07.060711,2021-04-13 12:35:06.229774,63171.848739999994,62906.04099,10,-4.207693067429337,1937.457955110896
85,BTCUSDT,SHORT,2021-04-13 12:35:06.727075,2021-04-13 12:40:06.449238,62910.19683,63174.15104,10,-4.195730156643292,1856.1674474160238
86,BTCUSDT,LONG,2021-04-13 12:40:06.718166,2021-04-13 12:45:06.104702,63174.15104,62935.521479999996,10,-3.7773291143858514,1786.0538940130255
87,BTCUSDT,SHORT,2021-04-13 12:45:06.622873,2021-04-13 12:55:05.682178,62935.511490000004,63125.96289999999,10,-3.026135888801798,1732.0054761329552
88,BTCUSDT,LONG,2021-04-13 12:55:06.134916,2021-04-13 13:05:05.914538,63125.782719999996,62926.620390000004,10,-3.155007691285098,1677.3605701474814
89,BTCUSDT,SHORT,2021-04-13 13:05:06.421179,2021-04-13 13:25:05.835168,62926.620390000004,62934.882009999994,10,-0.13128974587840908,1675.1583677174704
90,BTCUSDT,LONG,2021-04-13 13:25:06.319793,2021-04-13 13:30:06.237417,62941.10823,62664.28299,10,-4.398162787163215,1601.4821757624698
91,BTCUSDT,SHORT,2021-04-13 13:30:06.711297,2021-04-13 13:40:05.807482,62668.998270000004,62897.154319999994,10,-3.640652576207047,1543.1777736730767
92,BTCUSDT,LONG,2021-04-13 13:40:06.321372,-,62897.734899999996,-,10,-,-
